# LAMMPS data file

242 atoms
0 bonds
0 angles
0 dihedrals

1 atom types
0 bond types
0 angle types
0 dihedral types

0.0 9.396387 xlo xhi
0.0 9.396387 ylo yhi
0.0 0.4271085 zlo zhi

Masses

1      1.000000000 # A

Atoms

1 1 1      0.000000000      0.000000000      0.000000000      0.001000000
2 1 1      0.000000000      0.427108500      0.427108500      0.427108500
3 1 1      0.000000000      0.854217000      0.000000000      0.001000000
4 1 1      0.000000000      1.281325500      0.427108500      0.427108500
5 1 1      0.000000000      1.708434000      0.000000000      0.001000000
6 1 1      0.000000000      2.135542500      0.427108500      0.427108500
7 1 1      0.000000000      2.562651000      0.000000000      0.001000000
8 1 1      0.000000000      2.989759500      0.427108500      0.427108500
9 1 1      0.000000000      3.416868000      0.000000000      0.001000000
10 1 1      0.000000000      3.843976500      0.427108500      0.427108500
11 1 1      0.000000000      4.271085000      0.000000000      0.001000000
12 1 1      0.000000000      4.698193500      0.427108500      0.427108500
13 1 1      0.000000000      5.125302000      0.000000000      0.001000000
14 1 1      0.000000000      5.552410500      0.427108500      0.427108500
15 1 1      0.000000000      5.979519000      0.000000000      0.001000000
16 1 1      0.000000000      6.406627500      0.427108500      0.427108500
17 1 1      0.000000000      6.833736000      0.000000000      0.001000000
18 1 1      0.000000000      7.260844500      0.427108500      0.427108500
19 1 1      0.000000000      7.687953000      0.000000000      0.001000000
20 1 1      0.000000000      8.115061500      0.427108500      0.427108500
21 1 1      0.000000000      8.542170000      0.000000000      0.001000000
22 1 1      0.000000000      8.969278500      0.427108500      0.427108500
23 1 1      0.000000000      0.000000000      0.854217000      0.001000000
24 1 1      0.000000000      0.427108500      1.281325500      0.427108500
25 1 1      0.000000000      0.854217000      0.854217000      0.001000000
26 1 1      0.000000000      1.281325500      1.281325500      0.427108500
27 1 1      0.000000000      1.708434000      0.854217000      0.001000000
28 1 1      0.000000000      2.135542500      1.281325500      0.427108500
29 1 1      0.000000000      2.562651000      0.854217000      0.001000000
30 1 1      0.000000000      2.989759500      1.281325500      0.427108500
31 1 1      0.000000000      3.416868000      0.854217000      0.001000000
32 1 1      0.000000000      3.843976500      1.281325500      0.427108500
33 1 1      0.000000000      4.271085000      0.854217000      0.001000000
34 1 1      0.000000000      4.698193500      1.281325500      0.427108500
35 1 1      0.000000000      5.125302000      0.854217000      0.001000000
36 1 1      0.000000000      5.552410500      1.281325500      0.427108500
37 1 1      0.000000000      5.979519000      0.854217000      0.001000000
38 1 1      0.000000000      6.406627500      1.281325500      0.427108500
39 1 1      0.000000000      6.833736000      0.854217000      0.001000000
40 1 1      0.000000000      7.260844500      1.281325500      0.427108500
41 1 1      0.000000000      7.687953000      0.854217000      0.001000000
42 1 1      0.000000000      8.115061500      1.281325500      0.427108500
43 1 1      0.000000000      8.542170000      0.854217000      0.001000000
44 1 1      0.000000000      8.969278500      1.281325500      0.427108500
45 1 1      0.000000000      0.000000000      1.708434000      0.001000000
46 1 1      0.000000000      0.427108500      2.135542500      0.427108500
47 1 1      0.000000000      0.854217000      1.708434000      0.001000000
48 1 1      0.000000000      1.281325500      2.135542500      0.427108500
49 1 1      0.000000000      1.708434000      1.708434000      0.001000000
50 1 1      0.000000000      2.135542500      2.135542500      0.427108500
51 1 1      0.000000000      2.562651000      1.708434000      0.001000000
52 1 1      0.000000000      2.989759500      2.135542500      0.427108500
53 1 1      0.000000000      3.416868000      1.708434000      0.001000000
54 1 1      0.000000000      3.843976500      2.135542500      0.427108500
55 1 1      0.000000000      4.271085000      1.708434000      0.001000000
56 1 1      0.000000000      4.698193500      2.135542500      0.427108500
57 1 1      0.000000000      5.125302000      1.708434000      0.001000000
58 1 1      0.000000000      5.552410500      2.135542500      0.427108500
59 1 1      0.000000000      5.979519000      1.708434000      0.001000000
60 1 1      0.000000000      6.406627500      2.135542500      0.427108500
61 1 1      0.000000000      6.833736000      1.708434000      0.001000000
