  2299: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2300: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2301: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2302: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2303: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2304: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2305: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2306: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2307: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2308: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2309: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2310: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2311: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2312: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2313: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2314: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2315: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2316: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2317: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2318: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2319: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2320: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2321: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2322: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2323: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2324: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2325: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2326: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2327: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2328: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2329: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2330: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2331: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2332: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2333: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2334: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2335: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2336: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2337: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2338: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2339: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2340: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2341: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2342: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2343: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2344: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2345: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2346: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2347: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2348: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2349: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2350: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2351: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2352: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2353: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2354: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2355: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2356: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2357: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2358: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2359: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2360: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2361: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2362: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2363: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2364: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2365: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2366: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2367: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2368: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2369: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2370: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2371: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2372: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2373: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2374: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2375: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2376: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2377: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2378: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2379: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2380: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2381: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2382: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2383: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2384: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2385: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2386: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2387: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2388: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2389: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2390: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2391: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2392: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2393: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2394: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2395: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2396: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2397: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2398: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2399: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2400: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2401: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2402: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2403: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2404: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2405: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2406: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2407: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2408: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2409: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2410: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2411: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2412: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2413: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2414: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2415: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2416: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2417: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2418: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2419: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2420: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2421: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2422: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2423: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2424: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2425: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2426: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2427: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2428: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2429: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2430: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2431: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2432: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2433: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2434: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2435: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2436: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2437: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2438: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2439: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2440: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2441: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2442: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2443: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2444: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2445: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2446: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2447: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2448: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2449: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2450: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2451: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2452: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2453: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2454: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2455: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2456: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2457: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2458: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2459: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2460: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2461: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2462: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2463: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2464: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2465: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2466: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2467: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2468: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2469: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2470: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2471: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2472: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2473: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2474: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2475: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2476: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2477: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2478: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2479: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2480: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2481: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2482: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2483: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2484: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2485: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2486: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2487: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2488: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2489: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2490: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2491: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2492: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2493: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2494: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2495: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2496: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2497: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2498: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2499: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2500: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2501: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2502: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2503: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2504: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2505: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2506: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2507: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2508: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2509: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2510: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2511: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2512: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2513: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2514: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2515: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2516: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2517: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2518: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
