   500: H    ==> opls_146            HA     <=== 	Good
   501: H    ==> opls_146            HA     <=== 	Good
   502: O    ==> opls_180            OS     <=== 	Good
   503: C    ==> opls_182            CT     <=== 	Good
   504: C    ==> opls_158            CT     <=== 	Good
   505: H    ==> opls_185            HC     <=== 	Good
   506: H    ==> opls_185            HC     <=== 	Good
   507: O    ==> opls_154            OH     <=== 	Good
   508: C    ==> opls_135            CT     <=== 	Good
   509: H    ==> opls_140            HC     <=== 	Good
   510: H    ==> opls_140            HC     <=== 	Good
   511: H    ==> opls_140            HC     <=== 	Good
   512: H    ==> opls_140            HC     <=== 	Good
   513: H    ==> opls_140            HC     <=== 	Good
   514: H    ==> opls_140            HC     <=== 	Good
   515: H    ==> opls_140            HC     <=== 	Good
   516: H    ==> opls_155            HO     <=== 	Good
   517: H    ==> opls_155            HO     <=== 	Goo
   518: H    ==> opls_140            HC     <=== 	Good
   519: C    ==> opls_135            CT     <=== 	Good
   520: O    ==> opls_154            OH     <=== 	Good
   521: C    ==> opls_158            CT     <=== 	Good
   522: H    ==> opls_140            HC     <=== 	Good
   523: C    ==> opls_182            CT     <=== 	Good
   524: H    ==> opls_140            HC     <=== 	Good
   525: O    ==> opls_180            OS     <=== 	Good
   526: H    ==> opls_185            HC     <=== 	Good
   527: H    ==> opls_185            HC     <=== 	Good
   528: C    ==> opls_145            CA     <=== 	Good
   529: C    ==> opls_145            CA     <=== 	Good
   530: C    ==> opls_145            CA     <=== 	Good
   531: C    ==> opls_145            CA     <=== 	Good
   532: H    ==> opls_146            HA     <=== 	Good
   533: C    ==> opls_145            CA     <=== 	Good
   534: H    ==> opls_146            HA     <=== 	Good
   535: C    ==> opls_145            CA     <=== 	Good
   536: H    ==> opls_146            HA     <=== 	Good
   537: H    ==> opls_146            HA     <=== 	Good
   538: C    ==> opls_149            CT     <=== 	Good
   539: C    ==> opls_145            CA     <=== 	Good
   540: C    ==> opls_145            CA     <=== 	Good
   541: C    ==> opls_145            CA     <=== 	Good
   542: C    ==> opls_145            CA     <=== 	Good
   543: H    ==> opls_146            HA     <=== 	Good
   544: C    ==> opls_145            CA     <=== 	Good
   545: H    ==> opls_146            HA     <=== 	Good
   546: C    ==> opls_145            CA     <=== 	Good
   547: H    ==> opls_146            HA     <=== 	Good
   548: H    ==> opls_146            HA     <=== 	Good
   549: O    ==> opls_180            OS     <=== 	Good
   550: C    ==> opls_182            CT     <=== 	Good
   551: C    ==> opls_158            CT     <=== 	Good
   552: H    ==> opls_185            HC     <=== 	Good
   553: H    ==> opls_185            HC     <=== 	Good
   554: O    ==> opls_154            OH     <=== 	Good
   555: C    ==> opls_135            CT     <=== 	Good
   556: H    ==> opls_140            HC     <=== 	Good
